,Neighbourhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
489,The Kingsway,43.653653600000005,-79.5069436,Rico Of Italy,43.64757011621866,-79.50989493835291,Salon / Barbershop
490,The Kingsway,43.653653600000005,-79.5069436,Embu Hair,43.647379730216116,-79.5120906829834,Salon / Barbershop
491,Sunnylea,43.6362579,-79.49850909999999,Head Candy,43.631416058686334,-79.50754165649414,Salon / Barbershop
492,Sunnylea,43.6362579,-79.49850909999999,EMC2 Salon,43.627487,-79.498232,Salon / Barbershop
493,Sunnylea,43.6362579,-79.49850909999999,Salon Glamour,43.62726776753264,-79.49800113907736,Salon / Barbershop
494,Humber Valley Village,43.6678556,-79.53224240000002,Inna's Coiffure,43.663013,-79.531482,Salon / Barbershop
495,Markland Wood,43.6435152,-79.57720079999999,New Waves Hair,43.64161391489293,-79.57680296457221,Salon / Barbershop
496,Markland Wood,43.6435152,-79.57720079999999,Etobicort Barber Shop & Hairstyling,43.64467183961178,-79.56806764611446,Salon / Barbershop
497,Markland Wood,43.6435152,-79.57720079999999,Renforth Barber Shop,43.65049280102866,-79.58017176351048,Salon / Barbershop
498,Weston,43.706876,-79.51818840000001,Peter's World Famous Barbershop,43.700919,-79.517588,Salon / Barbershop
499,Weston,43.706876,-79.51818840000001,world famous peters barber shop,43.700814287998,-79.51766431331635,Salon / Barbershop
500,Weston,43.706876,-79.51818840000001,Barber Shop,43.703201304754515,-79.52488353266611,Salon / Barbershop
501,Weston,43.706876,-79.51818840000001,Trendé Barbershop,43.709501709252855,-79.50700125244308,Salon / Barbershop
502,Westmount,43.696319,-79.53224240000002,Intermezzo Hair Salon,43.701178,-79.528733,Salon / Barbershop
503,Westmount,43.696319,-79.53224240000002,Barber Shop,43.703201304754515,-79.52488353266611,Salon / Barbershop
504,Westmount,43.696319,-79.53224240000002,Barbed Shop,43.70116424560547,-79.52220916748047,Salon / Barbershop
505,Kingsview Village,43.6889054,-79.55472440000001,The Hairsryling Place,43.69427039544334,-79.54476020971364,Salon / Barbershop
506,Thistletown,43.739416399999996,-79.5884369,Hands,43.73916981023534,-79.58752891705004,Salon / Barbershop
507,Thistletown,43.739416399999996,-79.5884369,Patricia's,43.739167,-79.587573,Salon / Barbershop
508,Thistletown,43.739416399999996,-79.5884369,Milvan,43.739148,-79.587625,Salon / Barbershop
509,Thistletown,43.739416399999996,-79.5884369,Juan David,43.739195,-79.587565,Salon / Barbershop
510,Thistletown,43.739416399999996,-79.5884369,Barber,43.739222,-79.587545,Salon / Barbershop
511,Thistletown,43.739416399999996,-79.5884369,Blondie,43.73909,-79.587564,Salon / Barbershop
512,Thistletown,43.739416399999996,-79.5884369,Haircutters,43.73912645743925,-79.58761669454739,Salon / Barbershop
513,Thistletown,43.739416399999996,-79.5884369,Alba,43.739164,-79.587574,Salon / Barbershop
514,Thistletown,43.739416399999996,-79.5884369,Scissors,43.739085,-79.587583,Salon / Barbershop
515,Thistletown,43.739416399999996,-79.5884369,Juliana,43.739164,-79.587574,Salon / Barbershop
516,Thistletown,43.739416399999996,-79.5884369,Castaño,43.73922172366801,-79.58755086143235,Salon / Barbershop
517,Thistletown,43.739416399999996,-79.5884369,Rocky,43.739096,-79.587642,Salon / Barbershop
518,Thistletown,43.739416399999996,-79.5884369,Luis,43.739227,-79.587534,Salon / Barbershop
519,Thistletown,43.739416399999996,-79.5884369,Izabeth,43.739164,-79.587574,Salon / Barbershop
520,Thistletown,43.739416399999996,-79.5884369,Cj,43.739175,-79.587557,Salon / Barbershop
521,Thistletown,43.739416399999996,-79.5884369,Rams Hair,43.742065,-79.584017,Salon / Barbershop
522,Thistletown,43.739416399999996,-79.5884369,Harry Beauty Salon,43.741818,-79.595239,Salon / Barbershop
523,Thistletown,43.739416399999996,-79.5884369,Beauty Supply Warehouse,43.74361370251823,-79.59608682308169,Salon / Barbershop
